xmlns:xsi	Text
http://www.w3.org/2001/XMLSchema-instance	Z�rich
http://www.w3.org/2001/XMLSchema-instance	San Jos�
http://www.w3.org/2001/XMLSchema-instance	Plovdiv
http://www.w3.org/2001/XMLSchema-instance	Nantong
http://www.w3.org/2001/XMLSchema-instance	Suita
http://www.w3.org/2001/XMLSchema-instance	Shaoguan
http://www.w3.org/2001/XMLSchema-instance	S�o Jos� do Rio Preto
http://www.w3.org/2001/XMLSchema-instance	Campina Grande
http://www.w3.org/2001/XMLSchema-instance	Herson
http://www.w3.org/2001/XMLSchema-instance	Ahome
http://www.w3.org/2001/XMLSchema-instance	Santa Marta
http://www.w3.org/2001/XMLSchema-instance	Ado-Ekiti
http://www.w3.org/2001/XMLSchema-instance	Toyohashi
http://www.w3.org/2001/XMLSchema-instance	Luxor
http://www.w3.org/2001/XMLSchema-instance	Dhaka
http://www.w3.org/2001/XMLSchema-instance	Arkangeli
http://www.w3.org/2001/XMLSchema-instance	Hsinchu
http://www.w3.org/2001/XMLSchema-instance	Yangquan
http://www.w3.org/2001/XMLSchema-instance	Machida
http://www.w3.org/2001/XMLSchema-instance	Depok
http://www.w3.org/2001/XMLSchema-instance	Oujda
http://www.w3.org/2001/XMLSchema-instance	Benoni
http://www.w3.org/2001/XMLSchema-instance	Salta
http://www.w3.org/2001/XMLSchema-instance	Honolulu
http://www.w3.org/2001/XMLSchema-instance	Saharanpur
http://www.w3.org/2001/XMLSchema-instance	Murmansk
http://www.w3.org/2001/XMLSchema-instance	Mazatl�n
http://www.w3.org/2001/XMLSchema-instance	Arak
http://www.w3.org/2001/XMLSchema-instance	Celaya
http://www.w3.org/2001/XMLSchema-instance	Minneapolis
http://www.w3.org/2001/XMLSchema-instance	Thessaloniki
http://www.w3.org/2001/XMLSchema-instance	Kumasi
http://www.w3.org/2001/XMLSchema-instance	Keelung (Chilung)
http://www.w3.org/2001/XMLSchema-instance	Toulouse
http://www.w3.org/2001/XMLSchema-instance	Vinnytsja
http://www.w3.org/2001/XMLSchema-instance	Wakayama
http://www.w3.org/2001/XMLSchema-instance	Ibagu�
http://www.w3.org/2001/XMLSchema-instance	Mesa
http://www.w3.org/2001/XMLSchema-instance	Abu Dhabi
http://www.w3.org/2001/XMLSchema-instance	Hamadan
http://www.w3.org/2001/XMLSchema-instance	Bristol
http://www.w3.org/2001/XMLSchema-instance	Kataka (Cuttack)
http://www.w3.org/2001/XMLSchema-instance	Kolhapur
http://www.w3.org/2001/XMLSchema-instance	Santos
http://www.w3.org/2001/XMLSchema-instance	San Salvador
http://www.w3.org/2001/XMLSchema-instance	Atlanta
http://www.w3.org/2001/XMLSchema-instance	Calicut (Kozhikode)
http://www.w3.org/2001/XMLSchema-instance	Niamey
http://www.w3.org/2001/XMLSchema-instance	Amravati
http://www.w3.org/2001/XMLSchema-instance	Leeds
http://www.w3.org/2001/XMLSchema-instance	Callao
http://www.w3.org/2001/XMLSchema-instance	Durgapur
http://www.w3.org/2001/XMLSchema-instance	Shenyang
http://www.w3.org/2001/XMLSchema-instance	Harbin
http://www.w3.org/2001/XMLSchema-instance	Tultitl�n
http://www.w3.org/2001/XMLSchema-instance	Urmia
http://www.w3.org/2001/XMLSchema-instance	Raipur
http://www.w3.org/2001/XMLSchema-instance	S�o Jo�o de Meriti
http://www.w3.org/2001/XMLSchema-instance	Lyon
http://www.w3.org/2001/XMLSchema-instance	Aracaju
http://www.w3.org/2001/XMLSchema-instance	Albuquerque
http://www.w3.org/2001/XMLSchema-instance	Para�aque
http://www.w3.org/2001/XMLSchema-instance	Juiz de Fora
http://www.w3.org/2001/XMLSchema-instance	Yantai
http://www.w3.org/2001/XMLSchema-instance	Kawaguchi
http://www.w3.org/2001/XMLSchema-instance	Cuiab�
http://www.w3.org/2001/XMLSchema-instance	Haikou
http://www.w3.org/2001/XMLSchema-instance	Veracruz
http://www.w3.org/2001/XMLSchema-instance	Ivanovo
http://www.w3.org/2001/XMLSchema-instance	Mekn�s
http://www.w3.org/2001/XMLSchema-instance	Matsudo
http://www.w3.org/2001/XMLSchema-instance	St Petersburg
http://www.w3.org/2001/XMLSchema-instance	Santiago de Chile
http://www.w3.org/2001/XMLSchema-instance	Ciudad de Panam�
http://www.w3.org/2001/XMLSchema-instance	Xinxiang
http://www.w3.org/2001/XMLSchema-instance	Gomel
http://www.w3.org/2001/XMLSchema-instance	Kayseri
http://www.w3.org/2001/XMLSchema-instance	Blantyre
http://www.w3.org/2001/XMLSchema-instance	Feira de Santana
http://www.w3.org/2001/XMLSchema-instance	al-Dammam
http://www.w3.org/2001/XMLSchema-instance	Banjarmasin
http://www.w3.org/2001/XMLSchema-instance	Valenzuela
http://www.w3.org/2001/XMLSchema-instance	Astrahan
http://www.w3.org/2001/XMLSchema-instance	Uberl�ndia
http://www.w3.org/2001/XMLSchema-instance	K�benhavn
http://www.w3.org/2001/XMLSchema-instance	Tjumen
http://www.w3.org/2001/XMLSchema-instance	Pasig
http://www.w3.org/2001/XMLSchema-instance	Gorakhpur
http://www.w3.org/2001/XMLSchema-instance	Hims
http://www.w3.org/2001/XMLSchema-instance	Mykolajiv
http://www.w3.org/2001/XMLSchema-instance	Vancouver
http://www.w3.org/2001/XMLSchema-instance	Nabereznyje T�elny
http://www.w3.org/2001/XMLSchema-instance	Pimpri-Chinchwad
http://www.w3.org/2001/XMLSchema-instance	Duisburg
http://www.w3.org/2001/XMLSchema-instance	Contagem
http://www.w3.org/2001/XMLSchema-instance	Lipetsk
http://www.w3.org/2001/XMLSchema-instance	El Alto
http://www.w3.org/2001/XMLSchema-instance	Almirante Brown
http://www.w3.org/2001/XMLSchema-instance	Denver
http://www.w3.org/2001/XMLSchema-instance	Helsinki [Helsingfors]
http://www.w3.org/2001/XMLSchema-instance	Rajkot
http://www.w3.org/2001/XMLSchema-instance	Nampo
http://www.w3.org/2001/XMLSchema-instance	Poznan
http://www.w3.org/2001/XMLSchema-instance	Stuttgart
http://www.w3.org/2001/XMLSchema-instance	Jo�o Pessoa
http://www.w3.org/2001/XMLSchema-instance	Dortmund
http://www.w3.org/2001/XMLSchema-instance	Ranchi
http://www.w3.org/2001/XMLSchema-instance	Zaragoza
http://www.w3.org/2001/XMLSchema-instance	Hermosillo
http://www.w3.org/2001/XMLSchema-instance	Winnipeg
http://www.w3.org/2001/XMLSchema-instance	Bulawayo
http://www.w3.org/2001/XMLSchema-instance	Lomas de Zamora
http://www.w3.org/2001/XMLSchema-instance	Genova
http://www.w3.org/2001/XMLSchema-instance	Trujillo
http://www.w3.org/2001/XMLSchema-instance	Osasco
http://www.w3.org/2001/XMLSchema-instance	Khulna
http://www.w3.org/2001/XMLSchema-instance	Chihuahua
http://www.w3.org/2001/XMLSchema-instance	Antananarivo
http://www.w3.org/2001/XMLSchema-instance	Jixi
http://www.w3.org/2001/XMLSchema-instance	Toronto
http://www.w3.org/2001/XMLSchema-instance	Kryvyi Rig
http://www.w3.org/2001/XMLSchema-instance	M�rida
http://www.w3.org/2001/XMLSchema-instance	Faridabad
http://www.w3.org/2001/XMLSchema-instance	Zagreb
http://www.w3.org/2001/XMLSchema-instance	Krak�w
http://www.w3.org/2001/XMLSchema-instance	Peking
http://www.w3.org/2001/XMLSchema-instance	Vishakhapatnam
http://www.w3.org/2001/XMLSchema-instance	Port Elizabeth
http://www.w3.org/2001/XMLSchema-instance	Luoyang
http://www.w3.org/2001/XMLSchema-instance	Noum�a
http://www.w3.org/2001/XMLSchema-instance	Tokyo
http://www.w3.org/2001/XMLSchema-instance	Yichun
http://www.w3.org/2001/XMLSchema-instance	L�dz
http://www.w3.org/2001/XMLSchema-instance	Thane (Thana)
http://www.w3.org/2001/XMLSchema-instance	Ahvaz
http://www.w3.org/2001/XMLSchema-instance	Bamako
http://www.w3.org/2001/XMLSchema-instance	Tegucigalpa
http://www.w3.org/2001/XMLSchema-instance	Wuxi
http://www.w3.org/2001/XMLSchema-instance	S�o Lu�s
http://www.w3.org/2001/XMLSchema-instance	Moscow
http://www.w3.org/2001/XMLSchema-instance	Handan
http://www.w3.org/2001/XMLSchema-instance	Freetown
http://www.w3.org/2001/XMLSchema-instance	Monrovia
http://www.w3.org/2001/XMLSchema-instance	Ciudad de M�xico
http://www.w3.org/2001/XMLSchema-instance	Songnam
http://www.w3.org/2001/XMLSchema-instance	S�o Gon�alo
http://www.w3.org/2001/XMLSchema-instance	Port-au-Prince
http://www.w3.org/2001/XMLSchema-instance	Kampala
http://www.w3.org/2001/XMLSchema-instance	Agra
http://www.w3.org/2001/XMLSchema-instance	Ladysmith
http://www.w3.org/2001/XMLSchema-instance	Liepaja
http://www.w3.org/2001/XMLSchema-instance	Kenosha
http://www.w3.org/2001/XMLSchema-instance	El Fuerte
http://www.w3.org/2001/XMLSchema-instance	Wazirabad
http://www.w3.org/2001/XMLSchema-instance	Miaoli
http://www.w3.org/2001/XMLSchema-instance	Zhezqazghan
http://www.w3.org/2001/XMLSchema-instance	T�aikovski
http://www.w3.org/2001/XMLSchema-instance	Miandoab
http://www.w3.org/2001/XMLSchema-instance	Rehovot
http://www.w3.org/2001/XMLSchema-instance	Tandil
http://www.w3.org/2001/XMLSchema-instance	Tsuyama
http://www.w3.org/2001/XMLSchema-instance	Boulder
http://www.w3.org/2001/XMLSchema-instance	Narita
http://www.w3.org/2001/XMLSchema-instance	Arezzo
http://www.w3.org/2001/XMLSchema-instance	San Mateo
http://www.w3.org/2001/XMLSchema-instance	Barletta
http://www.w3.org/2001/XMLSchema-instance	S�o Louren�o da Mata
http://www.w3.org/2001/XMLSchema-instance	Kaiyuan
http://www.w3.org/2001/XMLSchema-instance	Gainesville
http://www.w3.org/2001/XMLSchema-instance	Candelaria
http://www.w3.org/2001/XMLSchema-instance	Purulia
http://www.w3.org/2001/XMLSchema-instance	Izumisano
http://www.w3.org/2001/XMLSchema-instance	Taza
http://www.w3.org/2001/XMLSchema-instance	Tabora
http://www.w3.org/2001/XMLSchema-instance	Billings
http://www.w3.org/2001/XMLSchema-instance	Tultepec
http://www.w3.org/2001/XMLSchema-instance	Chhindwara
http://www.w3.org/2001/XMLSchema-instance	Ming��evir
http://www.w3.org/2001/XMLSchema-instance	Taichung
http://www.w3.org/2001/XMLSchema-instance	Andria
http://www.w3.org/2001/XMLSchema-instance	Maizuru
http://www.w3.org/2001/XMLSchema-instance	Pagakku (Pakokku)
http://www.w3.org/2001/XMLSchema-instance	Haora (Howrah)
http://www.w3.org/2001/XMLSchema-instance	�st� nad Labem
http://www.w3.org/2001/XMLSchema-instance	La Spezia
http://www.w3.org/2001/XMLSchema-instance	Garut
http://www.w3.org/2001/XMLSchema-instance	Konotop
http://www.w3.org/2001/XMLSchema-instance	Patan
http://www.w3.org/2001/XMLSchema-instance	Ourinhos
http://www.w3.org/2001/XMLSchema-instance	Salto
http://www.w3.org/2001/XMLSchema-instance	Mojokerto
http://www.w3.org/2001/XMLSchema-instance	Savannakhet
http://www.w3.org/2001/XMLSchema-instance	Bor�s
http://www.w3.org/2001/XMLSchema-instance	Molodet�no
http://www.w3.org/2001/XMLSchema-instance	Chelmsford
http://www.w3.org/2001/XMLSchema-instance	Conselheiro Lafaiete
http://www.w3.org/2001/XMLSchema-instance	Isehara
http://www.w3.org/2001/XMLSchema-instance	Kuznetsk
http://www.w3.org/2001/XMLSchema-instance	Ancona
http://www.w3.org/2001/XMLSchema-instance	Araguari
http://www.w3.org/2001/XMLSchema-instance	San Pedro Cholula
